,medal_type,participant_type,athlete_country,host_country,game_year
12916,silver,GameTeam,japan,australia,2000
12917,bronze,GameTeam,france,australia,2000
12918,gold,GameTeam,russian federation,australia,2000
12919,silver,GameTeam,japan,australia,2000
12920,bronze,GameTeam,canada,australia,2000
12921,gold,GameTeam,republic of korea,australia,2000
12922,silver,GameTeam,italy,australia,2000
12923,bronze,GameTeam,united states of america,australia,2000
12924,gold,GameTeam,republic of korea,australia,2000
12925,silver,GameTeam,ukraine,australia,2000
12926,bronze,GameTeam,germany,australia,2000
12927,gold,GameTeam,austria,australia,2000
12928,silver,GameTeam,australia,australia,2000
12929,bronze,GameTeam,germany,australia,2000
12930,gold,GameTeam,australia,australia,2000
12931,silver,GameTeam,united states of america,australia,2000
12932,bronze,GameTeam,ukraine,australia,2000
12933,gold,GameTeam,finland,australia,2000
12934,silver,GameTeam,great britain,australia,2000
12935,bronze,GameTeam,united states of america,australia,2000
12936,gold,GameTeam,denmark,australia,2000
12937,silver,GameTeam,germany,australia,2000
12938,bronze,GameTeam,norway,australia,2000
12939,gold,GameTeam,australia,australia,2000
12940,silver,GameTeam,united states of america,australia,2000
12941,bronze,GameTeam,argentina,australia,2000
12942,gold,GameTeam,united states of america,australia,2000
12943,silver,GameTeam,great britain,australia,2000
12944,bronze,GameTeam,brazil,australia,2000
12945,gold,GameTeam,united states of america,australia,2000
12946,silver,GameTeam,france,australia,2000
12947,bronze,GameTeam,lithuania,australia,2000
12948,gold,GameTeam,united states of america,australia,2000
12949,silver,GameTeam,australia,australia,2000
12950,bronze,GameTeam,brazil,australia,2000
12951,gold,GameTeam,nigeria,australia,2000
12952,silver,GameTeam,jamaica,australia,2000
12953,bronze,GameTeam,bahamas,australia,2000
12954,gold,GameTeam,united states of america,australia,2000
12955,silver,GameTeam,jamaica,australia,2000
12956,bronze,GameTeam,russian federation,australia,2000
12957,gold,GameTeam,bahamas,australia,2000
12958,silver,GameTeam,jamaica,australia,2000
12959,bronze,GameTeam,united states of america,australia,2000
12960,gold,GameTeam,united states of america,australia,2000
12961,silver,GameTeam,brazil,australia,2000
12962,bronze,GameTeam,cuba,australia,2000
12963,gold,GameTeam,united states of america,australia,2000
12964,silver,GameTeam,cuba,australia,2000
12965,bronze,GameTeam,republic of korea,australia,2000
12966,gold,GameTeam,russian federation,australia,2000
12967,silver,GameTeam,sweden,australia,2000
12968,bronze,GameTeam,spain,australia,2000
12969,gold,GameTeam,denmark,australia,2000
12970,silver,GameTeam,hungary,australia,2000
12971,bronze,GameTeam,norway,australia,2000
12972,gold,GameTeam,united states of america,australia,2000
12973,silver,GameTeam,netherlands,australia,2000
12974,bronze,GameTeam,sweden,australia,2000
12975,gold,GameTeam,united states of america,australia,2000
12976,silver,GameTeam,australia,australia,2000
12977,bronze,GameTeam,germany,australia,2000
12978,gold,GameTeam,australia,australia,2000
12979,silver,GameTeam,united states of america,australia,2000
12980,bronze,GameTeam,netherlands,australia,2000
12981,gold,GameTeam,united states of america,australia,2000
12982,silver,GameTeam,australia,australia,2000
12983,bronze,GameTeam,germany,australia,2000
12984,gold,GameTeam,australia,australia,2000
12985,silver,GameTeam,united states of america,australia,2000
12986,bronze,GameTeam,brazil,australia,2000
12987,gold,GameTeam,united states of america,australia,2000
12988,silver,GameTeam,australia,australia,2000
12989,bronze,GameTeam,japan,australia,2000
12990,gold,GameTeam,canada,australia,2000
12991,silver,GameTeam,australia,australia,2000
12992,bronze,GameTeam,spain,australia,2000
12993,gold,GameTeam,united states of america,australia,2000
12994,silver,GameTeam,netherlands,australia,2000
12995,bronze,GameTeam,belgium,australia,2000
12996,gold,GameTeam,united states of america,united states,1996
12997,silver,GameTeam,united states of america,united states,1996
12998,bronze,GameTeam,canada,united states,1996
12999,gold,GameTeam,brazil,united states,1996
13000,silver,GameTeam,brazil,united states,1996
13001,bronze,GameTeam,australia,united states,1996
13002,gold,GameTeam,cuba,united states,1996
13003,silver,GameTeam,people's republic of china,united states,1996
13004,bronze,GameTeam,brazil,united states,1996
13005,gold,GameTeam,netherlands,united states,1996
13006,silver,GameTeam,italy,united states,1996
13007,bronze,GameTeam,serbia and montenegro,united states,1996
13008,gold,GameTeam,sweden,united states,1996
13009,silver,GameTeam,germany,united states,1996
13010,bronze,GameTeam,australia,united states,1996
13011,gold,GameTeam,germany,united states,1996
13012,silver,GameTeam,italy,united states,1996
13013,bronze,GameTeam,australia,united states,1996
13014,gold,GameTeam,hungary,united states,1996
13015,silver,GameTeam,republic of moldova,united states,1996
13016,bronze,GameTeam,romania,united states,1996
13017,gold,GameTeam,germany,united states,1996
13018,silver,GameTeam,hungary,united states,1996
13019,bronze,GameTeam,russian federation,united states,1996
13020,gold,GameTeam,germany,united states,1996
13021,silver,GameTeam,romania,united states,1996
13022,bronze,GameTeam,hungary,united states,1996
13023,gold,GameTeam,italy,united states,1996
13024,silver,GameTeam,germany,united states,1996
13025,bronze,GameTeam,bulgaria,united states,1996
13026,gold,GameTeam,germany,united states,1996
13027,silver,GameTeam,switzerland,united states,1996
13028,bronze,GameTeam,sweden,united states,1996
13029,gold,GameTeam,united states of america,united states,1996
13030,silver,GameTeam,republic of korea,united states,1996
13031,bronze,GameTeam,italy,united states,1996
13032,gold,GameTeam,republic of korea,united states,1996
13033,silver,GameTeam,germany,united states,1996
13034,bronze,GameTeam,poland,united states,1996
13035,gold,GameTeam,united states of america,united states,1996
13036,silver,GameTeam,canada,united states,1996
13037,bronze,GameTeam,japan,united states,1996
13038,gold,GameTeam,united states of america,united states,1996
13039,silver,GameTeam,people's republic of china,united states,1996
13040,bronze,GameTeam,australia,united states,1996
13041,gold,GameTeam,france,united states,1996
13042,silver,GameTeam,czech republic,united states,1996
13043,bronze,GameTeam,germany,united states,1996
13044,gold,GameTeam,france,united states,1996
13045,silver,GameTeam,russian federation,united states,1996
13046,bronze,GameTeam,australia,united states,1996
13047,gold,GameTeam,united states of america,united states,1996
13048,silver,GameTeam,people's republic of china,united states,1996
13049,bronze,GameTeam,norway,united states,1996
13050,gold,GameTeam,nigeria,united states,1996
13051,silver,GameTeam,argentina,united states,1996
13052,bronze,GameTeam,brazil,united states,1996
13053,gold,GameTeam,indonesia,united states,1996
13054,silver,GameTeam,malaysia,united states,1996
13055,bronze,GameTeam,indonesia,united states,1996
13056,gold,GameTeam,people's republic of china,united states,1996
13057,silver,GameTeam,republic of korea,united states,1996
13058,bronze,GameTeam,people's republic of china,united states,1996
13059,gold,GameTeam,republic of korea,united states,1996
13060,silver,GameTeam,republic of korea,united states,1996
13061,bronze,GameTeam,people's republic of china,united states,1996
13062,gold,GameTeam,russian federation,united states,1996
13063,silver,GameTeam,hungary,united states,1996
13064,bronze,GameTeam,italy,united states,1996
13065,gold,GameTeam,russian federation,united states,1996
13066,silver,GameTeam,poland,united states,1996
13067,bronze,GameTeam,cuba,united states,1996
13068,gold,GameTeam,france,united states,1996
13069,silver,GameTeam,italy,united states,1996
13070,bronze,GameTeam,russian federation,united states,1996
13071,gold,GameTeam,italy,united states,1996
13072,silver,GameTeam,russian federation,united states,1996
13073,bronze,GameTeam,france,united states,1996
13074,gold,GameTeam,italy,united states,1996
13075,silver,GameTeam,romania,united states,1996
13076,bronze,GameTeam,germany,united states,1996
13077,gold,GameTeam,cuba,united states,1996
13078,silver,GameTeam,japan,united states,1996
13079,bronze,GameTeam,united states of america,united states,1996
13080,gold,GameTeam,romania,united states,1996
13081,silver,GameTeam,united states of america,united states,1996
13082,bronze,GameTeam,australia,united states,1996
13083,gold,GameTeam,australia,united states,1996
13084,silver,GameTeam,france,united states,1996
13085,bronze,GameTeam,great britain,united states,1996
13086,gold,GameTeam,germany,united states,1996
13087,silver,GameTeam,united states of america,united states,1996
13088,bronze,GameTeam,australia,united states,1996
13089,gold,GameTeam,great britain,united states,1996
13090,silver,GameTeam,australia,united states,1996
13091,bronze,GameTeam,france,united states,1996
13092,gold,GameTeam,netherlands,united states,1996
13093,silver,GameTeam,germany,united states,1996
13094,bronze,GameTeam,russian federation,united states,1996
13095,gold,GameTeam,denmark,united states,1996
13096,silver,GameTeam,canada,united states,1996
13097,bronze,GameTeam,united states of america,united states,1996
13098,gold,GameTeam,canada,united states,1996
13099,silver,GameTeam,people's republic of china,united states,1996
13100,bronze,GameTeam,netherlands,united states,1996
13101,gold,GameTeam,switzerland,united states,1996
13102,silver,GameTeam,netherlands,united states,1996
13103,bronze,GameTeam,australia,united states,1996
13104,gold,GameTeam,australia,united states,1996
13105,silver,GameTeam,united states of america,united states,1996
13106,bronze,GameTeam,france,united states,1996
13107,gold,GameTeam,romania,united states,1996
13108,silver,GameTeam,canada,united states,1996
13109,bronze,GameTeam,belarus,united states,1996
13110,gold,GameTeam,italy,united states,1996
13111,silver,GameTeam,norway,united states,1996
13112,bronze,GameTeam,france,united states,1996
13113,gold,GameTeam,germany,united states,1996
13114,silver,GameTeam,ukraine,united states,1996
13115,bronze,GameTeam,canada,united states,1996
13116,gold,GameTeam,germany,united states,1996
13117,silver,GameTeam,russian federation,united states,1996
13118,bronze,GameTeam,united states of america,united states,1996
13119,gold,GameTeam,spain,united states,1996
13120,silver,GameTeam,japan,united states,1996
13121,bronze,GameTeam,ukraine,united states,1996
13122,gold,GameTeam,spain,united states,1996
13123,silver,GameTeam,australia,united states,1996
13124,bronze,GameTeam,brazil,united states,1996
13125,gold,GameTeam,brazil,united states,1996
13126,silver,GameTeam,sweden,united states,1996
13127,bronze,GameTeam,australia,united states,1996
13128,gold,GameTeam,ukraine,united states,1996
13129,silver,GameTeam,great britain,united states,1996
13130,bronze,GameTeam,portugal,united states,1996
13131,gold,GameTeam,russian federation,united states,1996
13132,silver,GameTeam,people's republic of china,united states,1996
13133,bronze,GameTeam,ukraine,united states,1996
13134,gold,GameTeam,united states of america,united states,1996
13135,silver,GameTeam,russian federation,united states,1996
13136,bronze,GameTeam,romania,united states,1996
13137,gold,GameTeam,united states of america,united states,1996
13138,silver,GameTeam,brazil,united states,1996
13139,bronze,GameTeam,australia,united states,1996
13140,gold,GameTeam,united states of america,united states,1996
13141,silver,GameTeam,serbia and montenegro,united states,1996
13142,bronze,GameTeam,lithuania,united states,1996
13143,gold,GameTeam,people's republic of china,united states,1996
13144,silver,GameTeam,people's republic of china,united states,1996
13145,bronze,GameTeam,republic of korea,united states,1996
13146,gold,GameTeam,people's republic of china,united states,1996
13147,silver,GameTeam,people's republic of china,united states,1996
13148,bronze,GameTeam,republic of korea,united states,1996
13149,gold,GameTeam,united states of america,united states,1996
13150,silver,GameTeam,bahamas,united states,1996
13151,bronze,GameTeam,jamaica,united states,1996
13152,gold,GameTeam,united states of america,united states,1996
13153,silver,GameTeam,nigeria,united states,1996
13154,bronze,GameTeam,germany,united states,1996
13155,gold,GameTeam,canada,united states,1996
13156,silver,GameTeam,united states of america,united states,1996
13157,bronze,GameTeam,brazil,united states,1996
13158,gold,GameTeam,united states of america,united states,1996
13159,silver,GameTeam,great britain,united states,1996
13160,bronze,GameTeam,jamaica,united states,1996
13161,gold,GameTeam,united states of america,united states,1996
13162,silver,GameTeam,australia,united states,1996
13163,bronze,GameTeam,people's republic of china,united states,1996
13164,gold,GameTeam,united states of america,united states,1996
13165,silver,GameTeam,germany,united states,1996
13166,bronze,GameTeam,australia,united states,1996
13167,gold,GameTeam,united states of america,united states,1996
13168,silver,GameTeam,russian federation,united states,1996
13169,bronze,GameTeam,germany,united states,1996
13170,gold,GameTeam,united states of america,united states,1996
13171,silver,GameTeam,people's republic of china,united states,1996
13172,bronze,GameTeam,germany,united states,1996
13173,gold,GameTeam,united states of america,united states,1996
13174,silver,GameTeam,sweden,united states,1996
13175,bronze,GameTeam,germany,united states,1996
13176,gold,GameTeam,united states of america,united states,1996
13177,silver,GameTeam,russian federation,united states,1996
13178,bronze,GameTeam,australia,united states,1996
13179,gold,GameTeam,croatia,united states,1996
13180,silver,GameTeam,sweden,united states,1996
13181,bronze,GameTeam,spain,united states,1996
13182,gold,GameTeam,denmark,united states,1996
13183,silver,GameTeam,republic of korea,united states,1996
13184,bronze,GameTeam,hungary,united states,1996
13185,gold,GameTeam,germany,united states,1996
13186,silver,GameTeam,united states of america,united states,1996
13187,bronze,GameTeam,brazil,united states,1996
13188,gold,GameTeam,netherlands,united states,1996
13189,silver,GameTeam,spain,united states,1996
13190,bronze,GameTeam,australia,united states,1996
13191,gold,GameTeam,australia,united states,1996
13192,silver,GameTeam,republic of korea,united states,1996
13193,bronze,GameTeam,netherlands,united states,1996
13194,gold,GameTeam,australia,united states,1996
13195,silver,GameTeam,great britain,united states,1996
13196,bronze,GameTeam,germany,united states,1996
